ID,value
184,162.399232
185,202.4119126
186,188.9455527
187,346.8519907
188,626.8189545
189,911.7761428
190,995.1475321
191,988.1284053
192,14.35703838
193,133.8796755
194,427.4445624
195,10.7528492
196,16.53683696
197,16.03682885
198,24.92000998
199,105.2899501
200,116.6784562
201,184.8468997
202,233.0375129
203,234.3391677
204,849.8364752
205,7.70604765
206,8.918886551
207,8.842046567
208,10.4736464
209,33.79090978
210,10.45678469
211,19.43464226
212,33.97135338
213,11.88368416
214,15.85878172
215,28.54886293
216,7.953472806
217,8.290420373
218,8.965359614
219,13.06038208
220,9.223341669
221,10.91089395
222,9.398933697
223,9.604316986
224,9.654583391
225,11.47779405
226,13.18803278
227,14.80850059
228,31.35904421
229,100.7718224
230,18.64417689
231,19.81511837
232,26.10691457
233,39.56395839
234,69.65031951
235,180.4672035
236,181.2771171
237,168.0430213
238,10.70073663
239,9.101901449
240,7.718823131
241,8.021704974
242,7.918481366
243,8.257775678
244,7.914951107
245,7.804453062
246,9.356351233
247,8.734631379
248,6.947698733
249,9.376566708
250,10.65033659
251,11.5922811
252,8.623314521
253,11.57636055
254,16.84900166
255,18.12113728
256,15.45915114
257,30.33263247
258,15.16489097
259,15.71687337
260,17.86084615
261,43.83728588
262,193.8754646
263,425.3071349
264,468.0447893
265,568.5426471
266,656.0906158
267,710.2222741
268,693.2648315
269,798.5465088
270,15.00734012
271,42.65050794
272,334.2301281
273,7.167127053
274,6.573751904
275,8.080871008
276,9.685551375
277,11.18363094
278,10.22526374
279,7.775116273
280,9.29189837
281,9.209507571
282,9.358383223
283,9.965534583
284,9.862907004
285,8.705157638
286,9.439911796
287,12.26185608
288,12.8073754
289,12.66709054
290,12.96726182
291,11.99293068
292,10.39460024
293,16.37993332
294,13.32848787
295,15.41251562
296,16.91438253
297,24.27257681
298,25.20071215
299,24.61320835
300,114.8542694
301,413.2021194
302,407.2861125
303,515.8848755
304,441.3298641
305,666.2306113
306,914.5517707
307,1040.489163
308,16.02650527
309,22.65213458
310,15.37315764
311,13.96434503
312,14.34697628
313,37.39039865
314,267.0652398
315,427.0356567
316,418.7010534
317,457.1048943
318,10.36539856
319,14.39922219
320,22.2910933
321,28.50603543
322,7.189477993
323,8.324796978
324,7.777527646
325,7.632208359
326,9.544367711
327,9.394326406
328,8.539138918
329,11.57119169
330,12.07329025
331,12.97802658
332,12.18685081
333,9.355946584
334,9.249444469
335,11.26718451
336,9.339288094
337,9.811055141
338,11.41808693
339,11.15749391
340,11.21559351
341,13.55747414
342,12.87093249
343,13.10719676
344,13.67850354
345,13.0223549
346,11.30413763
347,11.25799574
348,11.37205839
349,14.07444035
350,13.43338871
351,13.84058707
352,14.8407611
353,15.04445862
354,17.27457198
355,20.77203255
356,17.16142062
357,14.3549539
358,12.68139455
359,11.93765235
360,22.62571242
361,23.86196779
362,18.0178893
363,15.73658368
364,21.13825798
365,28.64084399
366,22.63807141
367,94.10669363
368,269.2938466
369,36.26382684
370,31.71038235
371,30.93812577
372,30.18330692
373,60.17390288
374,173.1985596
375,287.6043315
376,314.4150702
377,672.3400645
378,692.1925953
379,12.10370745
380,11.68394146
381,9.902408512
382,11.19009276
383,13.6369555
384,14.10284646
385,14.5076117
386,20.38073333
387,14.95686483
388,12.688316
389,19.61077846
390,12.61169925
391,15.15529666
392,13.91867654
393,12.7495165
394,12.29851654
395,11.74841409
396,16.5931346
397,15.04607487
398,13.95821473
399,12.4896853
400,13.67653211
401,11.64654394
402,12.75776861
403,15.98342263
404,11.54414775
405,12.62630323
406,15.43169288
407,13.94358626
408,9.852833793
409,9.618030453
410,12.22139019
411,15.04731878
412,11.21213173
413,11.1959095
414,11.31730302
415,10.65846334
416,11.34665835
417,12.41695162
418,13.02748809
419,13.09514515
420,11.12482184
421,12.5444526
422,15.91649883
423,12.96384624
424,10.1870506
425,9.117531189
426,8.485108711
427,10.22561005
428,10.83062513
429,11.9125064
430,12.40770827
431,11.68034443
432,13.22149405
433,13.29735082
434,12.27280545
435,14.28551218
436,14.07525892
437,12.89650146
438,18.20872667
439,15.67695656
440,15.62046028
441,14.71608121
442,12.95694429
443,11.34009579
444,14.24599467
445,10.60440133
446,15.40816062
447,10.8884409
448,7.761000082
449,11.94977906
450,14.08562656
451,12.85657415
452,9.93528277
453,11.50236906
454,11.69531635
455,9.543654217
456,13.06794372
457,10.82234789
458,13.22200417
459,11.10816607
460,11.05757524
461,12.14886088
462,8.696678348
463,13.08703661
464,8.360495289
465,9.463646284
466,8.932128959
467,11.20407698
468,10.26496013
469,13.25722155
470,387.6193006
471,854.7182927
472,17.89816848
473,29.413045
474,72.22951696
475,98.8386683
476,304.9624273
477,331.8755749
478,15.55032283
479,12.90037452
480,10.59693325
481,10.963317
482,13.00395441
483,12.3441687
484,11.67515052
485,12.25816925
486,28.00873419
487,11.65086262
488,10.98993705
489,8.433550168
490,11.77037132
491,17.12669455
492,15.80234376
493,15.62464708
494,14.46628381
495,13.31241491
496,18.71202839
497,14.90436326
498,18.40113815
499,613.7859498
500,10.03747083
501,54.33937204
502,116.3213695
503,123.0412944
504,242.432671
505,13.30706408
506,195.7711993
507,11.45782118
508,10.81128082
509,12.04837963
510,14.8352339
511,14.22822658
512,10.22934814
513,12.61138216
514,11.29098074
515,11.70540268
516,11.92988245
517,14.11434581
518,11.23072294
519,9.410023905
520,9.210679133
521,8.591480484
522,9.626595301
523,10.30817719
524,10.66536761
525,11.4087578
526,9.989739156
527,15.17104329
528,10.86662202
529,9.801859092
530,11.69214568
531,13.64159682
532,10.04314925
533,11.97171974
534,13.74310877
535,12.9810907
536,12.33919138
537,10.39831534
538,9.749278694
539,13.73072027
540,10.56361195
541,11.48274958
542,12.0774106
543,13.70329018
544,15.63914779
545,11.36522614
546,9.656976021
547,14.23288927
548,11.15247635
549,10.95058027
550,14.48725464
551,9.699773529
552,13.73040229
553,17.29595979
554,11.39153532
555,17.89788582
556,10.24791238
557,11.1560091
558,12.61861283
559,14.04085851
560,11.72190358
561,10.68684883
562,11.49039491
563,11.05304834
564,15.00596857
565,10.45218516
566,10.05800071
567,12.3499159
568,11.70078786
569,6.461547092
570,10.56930783
571,13.926195
572,11.92807691
573,15.93939706
574,13.24392917
575,13.56964669
576,13.03212319
577,11.82901536
578,14.74392725
579,16.00415087
580,14.06199388
581,10.25109469
582,14.56327199
583,8.787873445
584,16.21651272
585,10.68199611
586,12.44687532
587,12.29400026
588,11.67051258
589,10.16323662
590,11.66927821
591,13.6400335
592,14.68857415
593,15.27646942
594,15.41910809
595,13.0918665
596,11.84361576
597,9.739049389
598,12.81052822
599,9.124776814
600,10.5161598
601,11.3480742
602,19.80269413
603,14.20842373
604,10.28202987
605,11.63076325
606,11.77818366
607,8.853123864
608,8.89385852
609,9.832905889
610,11.57915438
611,8.312563992
612,10.4570884
613,12.47091825
614,12.9139267
615,11.20567128
616,11.33622705
617,13.62757376
618,11.39854796
619,9.784878303
620,12.41289133
621,9.655952709
622,9.812484264
623,15.41441474
624,15.10751266
625,13.06449275
626,8.944140296
627,12.0734684
628,12.10229053
629,15.7346083
630,11.56306008
631,15.02732231
632,23.5199171
633,26.61743217
634,12.39985111
635,8.853116312
636,10.61971832
637,10.89300668
638,26.15185265
639,15.77701081
640,20.91239433
641,10.86751988
642,11.51937186
643,13.89698293
644,25.04446512
645,14.32134518
646,16.58446578
647,16.54238107
648,28.9523661
649,11.69396151
650,34.38683726
651,14.11378225
652,9.258280463
653,14.80826034
654,11.61835178
655,155.9508138
656,15.74418873
657,14.75786154
658,45.40299277
659,13.33015097
660,16.6641175
661,10.86028727
662,11.94297416
663,11.9280893
664,9.701611387
665,11.8337721
666,14.19816895
667,14.74221685
668,11.9087346
669,16.32116041
670,11.34658134
671,10.17227793
672,9.357619405
673,16.24934891
674,14.32928117
675,8.250135484
676,12.13308786
677,13.81476339
678,11.97667478
679,10.52698345
680,13.77472103
681,8.77957361
682,11.18256732
683,12.68756642
684,11.09591671
685,17.15563524
686,11.14790201
687,17.13991636
688,11.56292876
689,11.09551671
690,9.66742506
691,11.84203984
692,16.4466203
693,11.61370605
694,9.15250585
695,13.89424583
696,10.6043742
697,13.64872695
698,11.12909721
699,26.36580537
700,12.62136023
701,16.76642614
702,14.10452996
703,10.44931587
704,10.62021367
705,11.96826398
706,9.405277533
707,10.45862091
708,13.06623632
709,10.3303946
710,11.24812528
711,7.213332672
712,13.88806837
713,11.90615682
714,10.97649289
715,293.2728237
716,11.97163572
717,200.0097529
718,10.52312645
719,283.6416018
720,175.2329701
721,39.35203385
722,29.47917609
723,12.03663148
724,7.902589125
725,393.256426
726,389.0542733
727,15.52405619
728,37.73113441
729,832.853432
730,708.5956965
731,9.589653226
732,13.42490527
733,8.373276282
734,8.64244675
735,7.147244145
736,8.217229984
737,30.30698674
738,27.37241874
739,6.504874428
740,10.90589246
741,8.239822034
742,7.626239119
743,42.08851242
744,11.08036626
745,11.46463603
746,9.705126249
747,9.778332211
748,8.397409322
749,8.329292784
750,7.024329589
751,149.0204818
752,14.5190703
753,12.60475752
754,30.06208293
755,34.75915997
756,28.12676844
757,8.445544218
758,16.26005411
759,9.639484536
760,19.99997364
761,12.3265647
762,8.740695108
763,11.4986531
764,601.3763669
765,9.488514755
766,6.031051022
767,8.812223148
768,9.084246953
769,144.000126
770,8.613842901
771,7.365210501
772,495.8854056
773,9.887690334
774,6.373327691
775,76.48283566
776,5.821987486
777,485.523222
778,8.142953454
779,7.916079906
780,6.567651395
781,11.80206853
782,11.71667993
783,547.7315694
784,9.07298051
785,10.11947733
786,6.108311282
787,127.1420936
788,16.11548983
789,13.87557852
790,12.38169116
791,17.70076232
792,9.554707182
793,606.9211644
794,351.7716621
795,14.60519879
796,572.646814
797,64.23490636
798,9.22816403
799,8.540489813
800,9.091154827
801,229.7351978
802,7.176085626
803,6.469401617
804,165.933598
805,9.932218361
806,419.7783051
807,15.87842037
808,8.914957803
809,520.6245014
810,434.4207785
811,8.168248448
812,21.73580987
813,7.823525149
814,8.802562523
815,8.426456324
816,55.13329525
817,11.43218467
818,9.191082358
819,13.34684658
820,9.78774529
821,20.65338554
822,8.614919838
823,8.084335236
824,545.5889587
825,14.33987466
826,9.805811318
827,30.16008292
828,8.741303304
829,387.1033936
830,10.38036208
831,30.80912185
832,9.305213048
833,447.461009
834,9.100832381
835,435.0499325
836,12.58735032
837,9.086994092
838,8.277092065
839,284.9336886
840,8.504817978
841,371.5921722
842,7.776771495
843,10.42107684
844,8.659339463
845,11.60800946
846,6.945209078
847,13.81999145
848,126.6690468
849,18.88265533
850,251.9025771
851,12.51893198
852,15.27763873
853,248.436779
854,9.955292547
855,8.626482122
856,784.1114502
857,9.700036269
858,769.3568755
859,15.08574569
860,10.36800282
861,47.16083682
862,15.15741783
863,11.34935253
864,9.792913387
865,13.00542533
866,52.71698284
867,15.56085713
868,12.38146915
869,10.54931432
870,19.65514234
871,8.205055597
872,760.2920183
873,322.9643923
874,12.26776577
875,9.420744555
876,10.98555359
877,79.06357154
878,9.426668237
879,25.58956955
880,505.3292447
881,6.490079477
882,9.554383004
883,27.72756408
884,25.66154814
885,18.87252452
886,9.64373127
887,52.46670602
888,7.747957329
889,8.538487035
890,12.1067831
891,39.59267029
892,895.7345556
893,37.4223911
894,38.30956398
895,786.5256958
896,792.9288147
897,102.6130422
898,85.25083707
899,9.028073097
900,239.452035
901,144.1605899
902,137.9040195
903,212.2960815
904,124.2531015
905,11.24343818
906,17.71383178
907,390.7804767
908,652.1439718
909,22.83014067
910,8.810280426
911,23.07682147
912,145.3620534
913,8.597700606
914,90.48444929
915,8.837487812
916,10.23823976
917,554.5290713
918,99.88000026
919,860.5207263
920,596.9095858
921,904.3378129
922,160.9666891
923,684.9864173
924,11.41079444
925,418.1835011
926,35.71744853
927,155.3463764
928,113.3578486
929,141.3011177
930,112.4918021
931,777.5124326
932,352.2450694
933,910.5244946
934,764.4697076
935,537.4852849
936,184.4124489
937,157.6188083
938,8.455202042
939,821.4462001
940,1148.612688
941,54.29279202
942,780.6759862
943,32.29836211
944,20.73228585
945,6.694997932
946,676.7777208
947,581.7997789
948,13.75091688
949,12.88623752
950,355.6532248
951,948.8161394
952,229.5324681
953,11.25592375
954,12.12902114
955,10.75864895
956,11.61131933
957,11.54431345
958,14.75054401
959,33.22637158
960,22.52436551
961,12.9935086
962,26.11953648
963,12.09481542
964,484.8500126
965,11.15955065
966,8.387511023
967,22.65019643
968,24.26284229
969,8.136543016
970,11.83710381
971,15.00016672
972,16.93539148
973,11.30300599
974,25.87936799
975,9.914544312
976,359.6851839
977,82.45530181
978,19.910311
979,168.5511674
980,86.56067123
981,164.6078096
982,569.5020401
983,18.56789446
984,170.8973892
985,14.21000282
986,16.26871364
987,214.417828
988,30.52597645
989,16.04161736
990,41.9816419
991,183.1233882
992,163.9294744
993,96.37635726
994,672.6089375
995,141.9239425
996,510.0961394
997,484.4221711
998,188.5754716
999,531.2940474
1000,768.7159659
1001,704.5542535
1002,764.599939
1003,296.2105627
1004,96.83409718
1005,170.9064473
1006,694.4990176
1007,745.1565891
1008,217.3280331
1009,862.8747995
1010,318.1223526
1011,284.0754982
1012,9.483387379
1013,9.174073828
1014,11.70819536
1015,11.77534556
1016,8.615322991
1017,8.265077124
1018,9.200461408
1019,8.479843061
1020,6.074820787
1021,667.2380085
1022,20.47835537
1023,7.219381145
1024,11.46166691
1025,8.617492517
1026,16.20203993
1027,887.6858951
1028,658.9374695
1029,578.628042
1030,6.86245841
1031,12.7224716
1032,11.98210612
1033,8.540930986
1034,407.4747789
1035,6.653942466
1036,12.99102434
1037,14.77874455
1038,431.6390729
1039,14.22156819
1040,13.42343991
1041,11.40172091
1042,11.21697021
1043,11.60017292
1044,10.20877115
1045,11.64525064
1046,15.01231225
1047,10.54593168
1048,9.612371283
1049,11.07169163
1050,13.61120125
1051,13.70184258
1052,12.99252086
1053,13.38710873
1054,10.65699777
1055,11.8114524
1056,8.629819416
1057,5.881114185
1058,6.992375088
1059,9.898202719
1060,10.4608505
1061,7.634969531
1062,10.83301704
1063,10.41983325
1064,11.03620631
1065,13.35046016
1066,11.85453844
1067,11.29296072
1068,10.01811549
1069,9.239281331
1070,11.30405251
1071,11.53092116
1072,12.69408857
1073,11.0999077
1074,11.4963541
1075,10.50209022
1076,9.416131621
1077,10.56556591
1078,12.38229724
1079,9.823591343
1080,9.244181666
1081,9.570705901
1082,7.460529361
1083,9.339552713
1084,12.93673064
1085,10.35710216
1086,10.43464775
1087,12.65732339
1088,12.09971528
1089,14.70049441
1090,14.36422266
1091,12.11990064
1092,11.00113497
1093,8.773630004
1094,15.30687165
1095,12.34636066
1096,12.7098979
1097,14.89868119
1098,15.05868553
1099,12.53590015
1100,9.037011976
1101,14.0622953
1102,12.89810218
1103,13.55087686
1104,11.12195989
1105,7.878244813
1106,10.11037055
1107,12.09611731
1108,13.17711896
1109,9.495318824
1110,11.04020705
1111,11.94648286
1112,10.69555102
1113,11.06437785
1114,11.3263317
1115,10.23860757
1116,9.229049921
1117,9.855268738
1118,8.859590001
1119,10.46940038
1120,14.31416622
1121,14.58523736
1122,12.14746773
1123,11.6191779
1124,9.980735111
1125,10.77779944
1126,11.22004791
1127,12.53949043
1128,15.09126405
1129,12.77087888
1130,11.11032603
1131,11.49638785
1132,13.79633059
1133,12.50470727
1134,10.54629655
1135,10.48728095
1136,11.50435515
1137,11.21870081
1138,10.17739008
1139,9.772227582
1140,11.17057399
1141,9.20261139
1142,10.31820093
1143,11.52872223
1144,9.554557762
1145,10.83086212
1146,10.23341999
1147,12.91662327
1148,9.936185915
1149,9.000248524
1150,9.487191718
1151,11.11464623
1152,10.5239088
1153,11.09722585
1154,11.02104167
1155,14.10595936
1156,11.82518037
1157,11.96476783
1158,13.63317913
1159,10.39496905
1160,12.540561
1161,14.81975089
1162,15.67858193
1163,16.00729529
1164,12.31855985
1165,12.88351284
1166,10.58726447
1167,11.67379681
1168,8.648120156
1169,9.868741651
1170,11.85626577
1171,11.80273187
1172,10.12891731
1173,10.62467291
1174,11.63560655
1175,14.19033466
1176,10.71031552
1177,12.56492751
1178,9.823342548
1179,14.36567791
1180,19.94165525
1181,22.48683527
1182,22.31812469
1183,24.09776205
1184,19.97271684
1185,15.65496042
1186,9.841228018
1187,9.443447232
1188,9.495129851
1189,13.33356828
1190,14.44387657
1191,11.26109497
1192,12.03464261
1193,10.26564512
1194,12.00480618
1195,10.60020513
1196,10.29916536
1197,13.26320529
1198,12.40171454
1199,15.2236824
1200,14.16388682
1201,14.93566515
1202,13.55276727
1203,10.2845622
1204,11.27436531
1205,10.2084049
1206,12.9271481
1207,11.11995022
1208,11.06709993
1209,14.64592969
1210,10.65964287
1211,12.57101641
1212,11.51018358
1213,8.522345758
1214,10.13021936
1215,11.2012187
1216,13.55144045
1217,9.187164063
1218,11.97007333
1219,16.02100371
1220,11.282126
1221,10.17312714
1222,10.33892185
1223,10.35168568
1224,8.725249323
1225,8.485160005
1226,13.31844241
1227,11.30404121
1228,11.11714908
1229,12.59616118
1230,12.99630373
1231,12.69540919
1232,13.01998189
1233,13.40441379
1234,11.47666867
1235,13.11759043
1236,10.25941483
1237,11.70761577
1238,11.67347825
1239,10.52841053
1240,11.75187677
1241,16.69164378
1242,18.07829974
1243,17.85355318
1244,20.3947865
1245,23.1935997
1246,26.34631946
1247,10.73371278
1248,11.73070193
1249,13.10149391
1250,12.41428449
1251,11.41955766
1252,11.82680731
1253,9.482962994
1254,8.270054471
1255,7.087238107
1256,8.391541328
1257,9.501122517
1258,7.684657942
1259,10.1206791
1260,11.80447847
1261,11.68611388
1262,9.882571565
1263,10.31888487
1264,15.4351148
1265,10.4142365
1266,11.73200135
1267,7.911917904
1268,9.892609745
1269,12.20306882
1270,11.61861969
1271,11.40610269
1272,12.51534947
1273,10.15308581
1274,12.74397571
1275,10.62834063
1276,13.50636027
1277,15.03954622
1278,11.40959986
1279,9.670820902
1280,12.29359561
1281,8.501431122
1282,12.06438435
1283,10.92844616
1284,8.578583223
1285,9.352752438
1286,12.07492011
1287,9.980123065
1288,8.766154142
1289,9.266413344
1290,7.541470589
1291,9.020811756
1292,11.87241711
1293,11.43847064
1294,6.36715918
1295,12.04361692
1296,7.311620653
1297,7.303695636
1298,10.5112572
1299,11.84590705
1300,10.45646479
1301,7.968677421
1302,11.89348353
1303,8.221801618
1304,9.049145412
1305,11.53198948
1306,11.78844916
1307,9.970882203
1308,10.15608688
1309,14.57119572
1310,12.48248213
1311,8.975879441
1312,10.2086946
1313,11.38403236
1314,13.63548904
1315,14.54508202
1316,10.30387175
1317,8.114176653
1318,12.39883798
1319,12.77057764
1320,13.74947793
1321,14.29755104
1322,12.72498429
1323,12.94594264
1324,16.91321739
1325,8.883049543
1326,10.53729378
1327,11.07951764
1328,14.00504674
1329,10.15500608
1330,8.602989554
1331,13.06540775
1332,11.88567117
1333,10.04115023
1334,12.33649791
1335,12.10161485
1336,11.2534803
1337,10.90329766
1338,12.25620362
1339,12.79979336
1340,9.85420302
1341,10.19228868
1342,10.37801071
1343,10.06807593
1344,13.76840376
1345,8.580505158
1346,11.80422091
1347,10.81203973
1348,8.393241473
1349,10.82395043
1350,10.78569447
1351,10.81704318
1352,12.72908064
1353,9.70790381
1354,11.23601683
1355,10.69028182
1356,11.06641925
1357,8.889290272
1358,13.04403581
1359,8.28716015
1360,9.502949926
1361,8.550047632
1362,11.36076784
1363,9.768830127
1364,11.19407982
1365,10.0795352
1366,12.41149235
1367,10.19042087
1368,8.293654183
1369,10.2838815
1370,10.16522757
1371,8.037218285
1372,11.19127717
1373,10.94737408
1374,12.54547267
1375,13.23496851
1376,13.66666001
1377,10.56154072
1378,8.451118282
1379,12.35170935
1380,14.09836976
1381,9.284703292
1382,13.66642918
1383,16.58588699
1384,8.35814929
1385,11.12539443
1386,9.110342586
1387,10.06045338
1388,10.55978906
1389,10.57861812
1390,11.42179912
1391,10.15823565
1392,15.04295838
1393,9.482044989
1394,11.77853812
1395,8.778680699
1396,9.934555557
1397,11.93595551
1398,10.34400575
1399,12.23237166
1400,8.661795346
1401,7.873285575
1402,13.96026013
1403,9.567219151
1404,10.56053778
1405,13.9474637
1406,8.81524883
1407,12.24973098
1408,10.27540807
1409,9.753060794
1410,13.5534513
1411,14.0407754
1412,10.16221838
1413,10.86469928
1414,10.6030668
1415,11.39747952
1416,11.36134631
1417,9.695360855
1418,10.31567048
1419,11.77257941
1420,9.830358459
1421,11.64284143
1422,10.7486376
1423,9.859551321
1424,11.6234262
1425,9.803786384
1426,9.662968841
1427,9.9595831
1428,8.136678038
1429,8.844776029
1430,9.127546245
1431,9.446260714
1432,14.56094806
1433,12.25287047
1434,10.84214668
1435,8.639901839
1436,16.1995524
1437,12.48591607
1438,10.01711207
1439,10.94405793
1440,9.764185891
1441,12.43329133
1442,8.658709335
1443,8.575609496
1444,9.054149204
1445,11.68071706
1446,11.01102049
1447,8.736191663
1448,10.20436502
1449,11.56679654
1450,13.49287718
1451,11.76394671
1452,9.917700354
1453,9.028798665
1454,9.172098786
1455,12.20697633
1456,11.23988259
1457,9.119126633
1458,13.04028449
1459,12.74176137
1460,10.10160992
1461,9.76220392
1462,15.14883813
1463,15.6117506
1464,9.490081767
1465,11.87568615
1466,23.25237597
1467,16.05893043
1468,9.468945226
1469,10.46102461
1470,9.266860977
1471,12.26592651
1472,8.453398424
1473,15.33156143
1474,12.4182536
1475,11.54579296
1476,10.47198966
1477,10.52426697
1478,22.86322137
1479,10.4687389
1480,8.74636113
1481,8.819232064
1482,10.16407923
1483,16.36958659
1484,13.64194956
1485,10.77716183
1486,12.22191159
1487,12.13437947
1488,23.02932621
1489,9.774497191
1490,13.35709336
1491,15.33483422
1492,11.72511153
1493,16.03773207
1494,9.844772354
1495,9.104026371
1496,13.99094008
1497,11.64557421
1498,15.9991805
1499,9.336617974
1500,10.97190043
1501,13.7126608
1502,11.45697732
1503,12.70496907
1504,12.18514205
1505,14.09374215
1506,12.4156823
1507,12.30599596
1508,12.71836118
1509,13.83701427
1510,10.27937771
1511,10.29423519
1512,12.05053999
1513,8.63604505
1514,9.014210999
1515,9.622139277
1516,11.09866773
1517,13.559635
1518,11.06284186
1519,9.683606052
1520,8.521490289
1521,7.907193343
1522,9.560100536
1523,5.508610785
1524,9.124587021
1525,5.859552447
1526,6.349704467
1527,10.1802785
1528,9.250858481
1529,8.424907227
1530,7.939225626
1531,8.360273575
1532,11.20778778
1533,8.351594765
1534,10.17878521
1535,8.065612538
1536,8.070624872
1537,9.067539764
1538,8.656766971
1539,8.561620218
1540,12.12973338
1541,11.90310069
1542,14.92580542
1543,14.84765844
1544,15.32099324
1545,12.40395386
1546,16.12962522
1547,10.52469782
1548,9.032817682
1549,8.268862426
1550,8.948676051
1551,10.14591823
1552,11.94722965
1553,16.20321489
1554,15.65334228
1555,22.09901245
1556,9.935623897
1557,12.26164548
1558,9.684148133
1559,10.40654506
1560,10.16905131
1561,9.408892901
1562,13.1999285
1563,11.67979591
1564,11.90002746
1565,9.158137294
1566,9.140241524
1567,12.77582162
1568,9.799560794
1569,7.440685555
1570,9.690184578
1571,11.57570107
1572,9.28368938
1573,11.83338618
1574,16.03161424
1575,13.05012706
1576,12.83908618
1577,14.00269544
1578,12.30446845
1579,12.5141156
1580,13.91139974
1581,13.86808946
1582,15.41261964
1583,17.31356192
1584,9.127450907
1585,20.36397967
1586,22.23379755
1587,15.23474205
1588,20.76365644
1589,16.63824257
1590,17.74050113
1591,19.15506833
1592,7.892676741
1593,8.771017294
1594,9.462955508
1595,10.12419993
1596,6.012870908
1597,6.167551698
1598,6.717797671
1599,7.133374234
1600,6.805170675
1601,6.441702088
1602,9.044945989
1603,10.28142905
1604,10.61663548
1605,11.40158339
1606,12.06882876
1607,10.68437791
1608,11.10392849
1609,11.20343366
1610,3.823380388
1611,6.03779354
1612,5.497738221
1613,8.605608502
1614,8.28810234
1615,10.40809771
1616,8.304745958
1617,9.181388517
1618,8.477847037
1619,9.164504495
1620,9.517813392
1621,10.09699238
1622,8.623136272
1623,9.707525914
1624,9.210186154
1625,9.7504281
1626,8.321880501
1627,12.0759893
1628,11.00670778
1629,8.657113622
1630,8.467824953
1631,6.930443289
1632,6.631856379
1633,8.074558139
1634,8.389493489
1635,6.649480375
1636,6.99255941
1637,6.586695151
1638,5.574864979
1639,8.493475662
1640,9.381380428
1641,7.40484552
1642,9.135009983
1643,7.892969916
1644,10.44208699
1645,12.88436336
1646,10.77844284
1647,8.904748678
1648,10.14436683
1649,11.19903844
1650,13.49061131
1651,8.795330087
1652,12.86824374
1653,17.26330438
1654,11.3885487
1655,14.75153445
1656,16.92344918
1657,11.12075423
1658,8.137668252
1659,10.49640963
1660,16.64895944
1661,9.943099315
1662,9.530044309
1663,7.878194349
1664,7.996950275
1665,12.17088908
1666,12.78715
1667,11.10850546
1668,8.887036362
1669,12.08333648
1670,11.68288754
1671,8.051554189
1672,8.326367753
1673,8.729229848
1674,7.441733462
1675,7.605403442
1676,9.523241768
1677,9.048423029
1678,11.67108788
1679,12.10970891
1680,11.33815723
1681,10.82820477
1682,9.806982625
1683,6.84802459
1684,7.762040297
1685,8.60781175
1686,7.879626254
1687,12.2454055
